round_id,worker_id,task_id,base_task_id,dataset_group,assignment_batch,assignment_reason,is_common_anchor,expected_completion_order,manifest_version,watch_flag
C1,27,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,False
C1,29,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,True
C1,13,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,True
C1,2,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,False
C1,32,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,True
C1,30,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,False
C1,1,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,False
C1,28,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,True
C1,17,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,False
C1,18,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,False
C1,14,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,True
C1,6,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,True
C1,36,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,True
C1,31,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,True
C1,11,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,False
C1,33,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,True
C1,34,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,True
C1,12,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,True
C1,15,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,False
C1,35,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,True
C1,8,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,True
C1,10,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,False
C1,37,558,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,Calibration_anchor,anchor_all,common_anchor,true,1,C1_manual_v2_draft,True
C1,27,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,False
C1,29,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,True
C1,13,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,True
C1,2,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,False
C1,32,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,True
C1,30,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,False
C1,1,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,False
C1,28,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,True
C1,17,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,False
C1,18,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,False
C1,14,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,True
C1,6,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,True
C1,36,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,True
C1,31,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,True
C1,11,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,False
C1,33,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,True
C1,34,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,True
C1,12,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,True
C1,15,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,False
C1,35,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,True
C1,8,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,True
C1,10,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,False
C1,37,561,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,Calibration_anchor,anchor_all,common_anchor,true,2,C1_manual_v2_draft,True
C1,27,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,False
C1,29,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,True
C1,13,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,True
C1,2,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,False
C1,32,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,True
C1,30,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,False
C1,1,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,False
C1,28,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,True
C1,17,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,False
C1,18,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,False
C1,14,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,True
C1,6,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,True
C1,36,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,True
C1,31,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,True
C1,11,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,False
C1,33,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,True
C1,34,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,True
C1,12,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,True
C1,15,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,False
C1,35,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,True
C1,8,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,True
C1,10,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,False
C1,37,672,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,Calibration_anchor,anchor_all,common_anchor,true,3,C1_manual_v2_draft,True
C1,27,705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,Calibration_anchor,anchor_all,common_anchor,true,4,C1_manual_v2_draft,False
C1,29,705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,Calibration_anchor,anchor_all,common_anchor,true,4,C1_manual_v2_draft,True
C1,13,705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,Calibration_anchor,anchor_all,common_anchor,true,4,C1_manual_v2_draft,True
C1,2,705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,Calibration_anchor,anchor_all,common_anchor,true,4,C1_manual_v2_draft,False
C1,32,705,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,Calibration_anchor,anchor_all,common_anchor,true,4,C1_manual_v2_draft,True
